contract_id,interconnector_id,from_region,mmsdm_month,quarter,tranche,version_no,units_offered,units_sold,clearing_price,reserve_price
C2027Q3T05,VIC1-NSW1,NSW1,2025-09,C2027Q3,T05,1,115,108,3057.6,0.0
C2027Q3T05,VIC1-NSW1,VIC1,2025-09,C2027Q3,T05,1,143,125,14500.87,0.0
C2027Q3T06,NSW1-QLD1,NSW1,2025-12,C2027Q3,T06,1,73,62,2995.92,0.0
C2027Q3T06,NSW1-QLD1,QLD1,2025-12,C2027Q3,T06,1,156,108,30360.0,0.0
C2027Q3T06,V-SA,SA1,2025-12,C2027Q3,T06,1,84,64,3403.0,0.0
C2027Q3T06,V-SA,VIC1,2025-12,C2027Q3,T06,1,123,73,6579.62,0.0
C2027Q3T06,VIC1-NSW1,NSW1,2025-12,C2027Q3,T06,1,138,108,2440.34,0.0
C2027Q3T06,VIC1-NSW1,VIC1,2025-12,C2027Q3,T06,1,200,125,10220.6,0.0
C2027Q3T07,NSW1-QLD1,NSW1,2026-03,C2027Q3,T07,1,74,62,2696.33,0.0
C2027Q3T07,NSW1-QLD1,QLD1,2026-03,C2027Q3,T07,1,149,108,29605.0,0.0
C2027Q3T07,V-SA,SA1,2026-03,C2027Q3,T07,1,92,64,2200.0,0.0
C2027Q3T07,V-SA,VIC1,2026-03,C2027Q3,T07,1,105,73,6579.62,0.0
C2027Q3T07,VIC1-NSW1,NSW1,2026-03,C2027Q3,T07,1,150,108,2020.46,0.0
C2027Q3T07,VIC1-NSW1,VIC1,2026-03,C2027Q3,T07,1,240,125,8120.19,0.0
C2027Q4T01,NSW1-QLD1,NSW1,2024-12,C2027Q4,T01,1,62,62,9375.0,0.0
C2027Q4T01,NSW1-QLD1,QLD1,2024-12,C2027Q4,T01,1,108,108,19253.0,0.0
C2027Q4T01,V-SA,SA1,2024-12,C2027Q4,T01,1,64,64,4753.0,0.0
C2027Q4T01,V-SA,VIC1,2024-12,C2027Q4,T01,1,73,73,9978.5,0.0
C2027Q4T01,VIC1-NSW1,NSW1,2024-12,C2027Q4,T01,1,108,108,1620.0,0.0
C2027Q4T01,VIC1-NSW1,VIC1,2024-12,C2027Q4,T01,1,125,125,14835.0,0.0
C2027Q4T02,NSW1-QLD1,NSW1,2026-05,C2027Q4,T02,3,62,62,9345.36,0.0
C2027Q4T02,NSW1-QLD1,QLD1,2026-05,C2027Q4,T02,3,110,108,20053.0,0.0
C2027Q4T02,V-SA,SA1,2026-05,C2027Q4,T02,3,64,64,5251.77,0.0
C2027Q4T02,V-SA,VIC1,2026-05,C2027Q4,T02,3,72,72,11103.0,0.0
C2027Q4T02,VIC1-NSW1,NSW1,2026-05,C2027Q4,T02,3,108,108,1853.0,0.0
C2027Q4T02,VIC1-NSW1,VIC1,2026-05,C2027Q4,T02,3,127,125,16203.0,0.0
C2027Q4T03,NSW1-QLD1,NSW1,2025-06,C2027Q4,T03,1,64,62,8280.0,0.0
C2027Q4T03,NSW1-QLD1,QLD1,2025-06,C2027Q4,T03,1,114,108,20053.0,0.0
C2027Q4T03,V-SA,SA1,2025-06,C2027Q4,T03,1,64,64,5003.0,0.0
C2027Q4T03,V-SA,VIC1,2025-06,C2027Q4,T03,1,80,73,10308.76,0.0
C2027Q4T03,VIC1-NSW1,NSW1,2025-06,C2027Q4,T03,1,108,108,1903.0,0.0
C2027Q4T03,VIC1-NSW1,VIC1,2025-06,C2027Q4,T03,1,125,125,14582.7,0.0
C2027Q4T04,NSW1-QLD1,NSW1,2025-09,C2027Q4,T04,1,74,62,9364.68,0.0
C2027Q4T04,NSW1-QLD1,QLD1,2025-09,C2027Q4,T04,1,134,108,20869.11,0.0
C2027Q4T04,V-SA,SA1,2025-09,C2027Q4,T04,1,67,64,3774.39,0.0
C2027Q4T04,V-SA,VIC1,2025-09,C2027Q4,T04,1,103,73,7750.88,0.0
C2027Q4T04,VIC1-NSW1,NSW1,2025-09,C2027Q4,T04,1,111,108,1712.7,0.0
C2027Q4T04,VIC1-NSW1,VIC1,2025-09,C2027Q4,T04,1,140,125,12503.0,0.0
C2027Q4T05,NSW1-QLD1,NSW1,2025-12,C2027Q4,T05,1,64,62,7797.0,0.0
C2027Q4T05,NSW1-QLD1,QLD1,2025-12,C2027Q4,T05,1,134,108,18768.0,0.0
C2027Q4T05,V-SA,SA1,2025-12,C2027Q4,T05,1,84,64,2725.0,0.0
C2027Q4T05,V-SA,VIC1,2025-12,C2027Q4,T05,1,129,73,4060.2,0.0
C2027Q4T05,VIC1-NSW1,NSW1,2025-12,C2027Q4,T05,1,118,108,1203.0,0.0
C2027Q4T05,VIC1-NSW1,VIC1,2025-12,C2027Q4,T05,1,188,125,8003.0,0.0
C2027Q4T06,NSW1-QLD1,NSW1,2026-03,C2027Q4,T06,1,74,62,7277.2,0.0
C2027Q4T06,NSW1-QLD1,QLD1,2026-03,C2027Q4,T06,1,143,108,19179.0,0.0
C2027Q4T06,V-SA,SA1,2026-03,C2027Q4,T06,1,83,64,1380.78,0.0
C2027Q4T06,V-SA,VIC1,2026-03,C2027Q4,T06,1,111,73,4120.37,0.0
C2027Q4T06,VIC1-NSW1,NSW1,2026-03,C2027Q4,T06,1,140,108,980.46,0.0
C2027Q4T06,VIC1-NSW1,VIC1,2026-03,C2027Q4,T06,1,215,125,6200.19,0.0
C2028Q1T01,NSW1-QLD1,NSW1,2026-05,C2028Q1,T01,3,62,62,17525.32,0.0
C2028Q1T01,NSW1-QLD1,QLD1,2026-05,C2028Q1,T01,3,108,108,21875.32,0.0
C2028Q1T01,V-SA,SA1,2026-05,C2028Q1,T01,3,64,64,5703.0,0.0
C2028Q1T01,V-SA,VIC1,2026-05,C2028Q1,T01,3,73,73,17451.65,0.0
C2028Q1T01,VIC1-NSW1,NSW1,2026-05,C2028Q1,T01,3,108,108,4500.72,0.0
C2028Q1T01,VIC1-NSW1,VIC1,2026-05,C2028Q1,T01,3,125,125,16215.0,0.0
C2028Q1T02,NSW1-QLD1,NSW1,2025-06,C2028Q1,T02,1,67,62,15497.2,0.0
C2028Q1T02,NSW1-QLD1,QLD1,2025-06,C2028Q1,T02,1,108,108,20000.84,0.0
C2028Q1T02,V-SA,SA1,2025-06,C2028Q1,T02,1,64,64,4775.0,0.0
C2028Q1T02,V-SA,VIC1,2025-06,C2028Q1,T02,1,78,77,22105.43,0.0
C2028Q1T02,VIC1-NSW1,NSW1,2025-06,C2028Q1,T02,1,121,116,4528.67,0.0
C2028Q1T02,VIC1-NSW1,VIC1,2025-06,C2028Q1,T02,1,125,125,14260.9,0.0
C2028Q1T03,NSW1-QLD1,NSW1,2025-09,C2028Q1,T03,1,76,62,16008.72,0.0
C2028Q1T03,NSW1-QLD1,QLD1,2025-09,C2028Q1,T03,1,111,108,20400.0,0.0
C2028Q1T03,V-SA,SA1,2025-09,C2028Q1,T03,1,64,64,3815.0,0.0
C2028Q1T03,V-SA,VIC1,2025-09,C2028Q1,T03,1,119,73,15003.0,0.0
C2028Q1T03,VIC1-NSW1,NSW1,2025-09,C2028Q1,T03,1,133,108,4503.0,0.0
C2028Q1T03,VIC1-NSW1,VIC1,2025-09,C2028Q1,T03,1,137,125,11910.6,0.0
C2028Q1T04,NSW1-QLD1,NSW1,2025-12,C2028Q1,T04,1,69,62,13104.0,0.0
C2028Q1T04,NSW1-QLD1,QLD1,2025-12,C2028Q1,T04,1,111,108,19656.0,0.0
C2028Q1T04,V-SA,SA1,2025-12,C2028Q1,T04,1,64,64,2806.0,0.0
C2028Q1T04,V-SA,VIC1,2025-12,C2028Q1,T04,1,144,73,10003.0,0.0
C2028Q1T04,VIC1-NSW1,NSW1,2025-12,C2028Q1,T04,1,143,108,3503.0,0.0
C2028Q1T04,VIC1-NSW1,VIC1,2025-12,C2028Q1,T04,1,180,125,7146.36,0.0
C2028Q1T05,NSW1-QLD1,NSW1,2026-03,C2028Q1,T05,1,91,62,12230.4,0.0
C2028Q1T05,NSW1-QLD1,QLD1,2026-03,C2028Q1,T05,1,138,108,19100.0,0.0
C2028Q1T05,V-SA,SA1,2026-03,C2028Q1,T05,1,76,64,1600.78,0.0
C2028Q1T05,V-SA,VIC1,2026-03,C2028Q1,T05,1,106,73,8002.4,0.0
C2028Q1T05,VIC1-NSW1,NSW1,2026-03,C2028Q1,T05,1,158,108,1768.0,0.0
C2028Q1T05,VIC1-NSW1,VIC1,2026-03,C2028Q1,T05,1,215,125,5002.45,0.0
C2028Q2T01,NSW1-QLD1,NSW1,2025-06,C2028Q2,T01,1,62,62,4476.45,0.0
C2028Q2T01,NSW1-QLD1,QLD1,2025-06,C2028Q2,T01,1,108,108,30360.0,0.0
C2028Q2T01,V-SA,SA1,2025-06,C2028Q2,T01,1,64,64,4082.0,0.0
C2028Q2T01,V-SA,VIC1,2025-06,C2028Q2,T01,1,73,73,10836.31,0.0
C2028Q2T01,VIC1-NSW1,NSW1,2025-06,C2028Q2,T01,1,108,108,3050.22,0.0
C2028Q2T01,VIC1-NSW1,VIC1,2025-06,C2028Q2,T01,1,125,125,13950.0,0.0
C2028Q2T02,NSW1-QLD1,NSW1,2025-09,C2028Q2,T02,1,67,62,3822.0,0.0
C2028Q2T02,NSW1-QLD1,QLD1,2025-09,C2028Q2,T02,1,133,108,30591.0,0.0
C2028Q2T02,V-SA,SA1,2025-09,C2028Q2,T02,1,64,64,3709.8,0.0
C2028Q2T02,V-SA,VIC1,2025-09,C2028Q2,T02,1,89,73,8503.0,0.0
C2028Q2T02,VIC1-NSW1,NSW1,2025-09,C2028Q2,T02,1,108,108,3000.66,0.0
C2028Q2T02,VIC1-NSW1,VIC1,2025-09,C2028Q2,T02,1,141,125,12400.87,0.0
C2028Q2T03,NSW1-QLD1,NSW1,2025-12,C2028Q2,T03,1,67,62,3000.0,0.0
C2028Q2T03,NSW1-QLD1,QLD1,2025-12,C2028Q2,T03,1,153,108,29568.0,0.0
C2028Q2T03,V-SA,SA1,2025-12,C2028Q2,T03,1,64,64,2545.0,0.0
C2028Q2T03,V-SA,VIC1,2025-12,C2028Q2,T03,1,106,73,5850.2,0.0
C2028Q2T03,VIC1-NSW1,NSW1,2025-12,C2028Q2,T03,1,112,108,2600.34,0.0
C2028Q2T03,VIC1-NSW1,VIC1,2025-12,C2028Q2,T03,1,165,125,7850.6,0.0
C2028Q2T04,NSW1-QLD1,NSW1,2026-03,C2028Q2,T04,1,76,62,2700.0,0.0
C2028Q2T04,NSW1-QLD1,QLD1,2026-03,C2028Q2,T04,1,138,108,28105.46,0.0
C2028Q2T04,V-SA,SA1,2026-03,C2028Q2,T04,1,76,64,1607.0,0.0
C2028Q2T04,V-SA,VIC1,2026-03,C2028Q2,T04,1,110,73,5050.37,0.0
C2028Q2T04,VIC1-NSW1,NSW1,2026-03,C2028Q2,T04,1,133,108,1580.46,0.0
C2028Q2T04,VIC1-NSW1,VIC1,2026-03,C2028Q2,T04,1,205,125,5200.18,0.0
C2028Q3T01,NSW1-QLD1,NSW1,2025-09,C2028Q3,T01,1,62,62,3864.0,0.0
C2028Q3T01,NSW1-QLD1,QLD1,2025-09,C2028Q3,T01,1,108,108,30817.84,0.0
C2028Q3T01,V-SA,SA1,2025-09,C2028Q3,T01,1,64,64,3803.0,0.0
C2028Q3T01,V-SA,VIC1,2025-09,C2028Q3,T01,1,73,73,9253.0,0.0
C2028Q3T01,VIC1-NSW1,NSW1,2025-09,C2028Q3,T01,1,108,108,4000.0,0.0
C2028Q3T01,VIC1-NSW1,VIC1,2025-09,C2028Q3,T01,1,125,125,12219.2,0.0
C2028Q3T02,NSW1-QLD1,NSW1,2025-12,C2028Q3,T02,1,62,62,3000.0,0.0
C2028Q3T02,NSW1-QLD1,QLD1,2025-12,C2028Q3,T02,1,126,108,29421.0,0.0
C2028Q3T02,V-SA,SA1,2025-12,C2028Q3,T02,1,70,64,4068.29,0.0
C2028Q3T02,V-SA,VIC1,2025-12,C2028Q3,T02,1,80,73,6200.2,0.0
C2028Q3T02,VIC1-NSW1,NSW1,2025-12,C2028Q3,T02,1,133,108,3950.34,0.0
C2028Q3T02,VIC1-NSW1,VIC1,2025-12,C2028Q3,T02,1,132,125,8500.6,0.0
C2028Q3T03,NSW1-QLD1,NSW1,2026-03,C2028Q3,T03,1,65,62,2700.0,0.0
C2028Q3T03,NSW1-QLD1,QLD1,2026-03,C2028Q3,T03,1,141,108,27655.74,0.0
C2028Q3T03,V-SA,SA1,2026-03,C2028Q3,T03,1,84,64,2034.15,0.0
C2028Q3T03,V-SA,VIC1,2026-03,C2028Q3,T03,1,98,73,5256.14,0.0
C2028Q3T03,VIC1-NSW1,NSW1,2026-03,C2028Q3,T03,1,118,108,2398.0,0.0
C2028Q3T03,VIC1-NSW1,VIC1,2026-03,C2028Q3,T03,1,149,125,5525.39,0.0
C2028Q4T01,NSW1-QLD1,NSW1,2025-12,C2028Q4,T01,1,62,62,7534.8,0.0
C2028Q4T01,NSW1-QLD1,QLD1,2025-12,C2028Q4,T01,1,108,108,20705.52,0.0
C2028Q4T01,V-SA,SA1,2025-12,C2028Q4,T01,1,64,64,4000.29,0.0
C2028Q4T01,V-SA,VIC1,2025-12,C2028Q4,T01,1,73,73,3543.26,0.0
C2028Q4T01,VIC1-NSW1,NSW1,2025-12,C2028Q4,T01,1,108,108,2853.0,0.0
C2028Q4T01,VIC1-NSW1,VIC1,2025-12,C2028Q4,T01,1,125,125,5503.0,0.0
C2028Q4T02,NSW1-QLD1,NSW1,2026-03,C2028Q4,T02,1,62,62,7032.48,0.0
C2028Q4T02,NSW1-QLD1,QLD1,2026-03,C2028Q4,T02,1,116,108,19080.18,0.0
C2028Q4T02,V-SA,SA1,2026-03,C2028Q4,T02,1,66,64,2000.78,0.0
C2028Q4T02,V-SA,VIC1,2026-03,C2028Q4,T02,1,108,73,3300.37,0.0
C2028Q4T02,VIC1-NSW1,NSW1,2026-03,C2028Q4,T02,1,108,108,1683.27,0.0
C2028Q4T02,VIC1-NSW1,VIC1,2026-03,C2028Q4,T02,1,150,125,3700.87,0.0
C2029Q1T01,NSW1-QLD1,NSW1,2026-03,C2029Q1,T01,1,62,62,11711.7,0.0
C2029Q1T01,NSW1-QLD1,QLD1,2026-03,C2029Q1,T01,1,108,108,17690.4,0.0
C2029Q1T01,V-SA,SA1,2026-03,C2029Q1,T01,1,64,64,1945.0,0.0
C2029Q1T01,V-SA,VIC1,2026-03,C2029Q1,T01,1,73,73,7500.37,0.0
C2029Q1T01,VIC1-NSW1,NSW1,2026-03,C2029Q1,T01,1,108,108,2800.46,0.0
C2029Q1T01,VIC1-NSW1,VIC1,2026-03,C2029Q1,T01,1,125,125,4045.86,0.0
